sentence,sentiment,lem_words,lem_tags,word_tags
A real dissapointment.,0,real dissapointment,JJ NN,"['real/JJ', 'dissapointment/NN']"
Would NEVER go back there.,0,never go back there,RB VB RB RB,"['never/RB', 'go/VB', 'back/RB', 'there/RB']"
We ate at this Thai place following the reviews but very unhappy with the foods.,0,eat thai place follow reviews very unhappy food,VB NN NN VB NN RB JJ NN,"['eat/VB', 'thai/NN', 'place/NN', 'follow/VB', 'reviews/NN', 'very/RB', 'unhappy/JJ', 'food/NN']"
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",0,mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,"['mussle/NN', 'be/VB', 'fishiest/JJ', 'thing/NN', 've/NN', 'ever/RB', 'taste/VB', 'seabass/NN', 'be/VB', 'bland/JJ', 'goat/NN', 'cheese/NN', 'salad/NN', 'be/VB', 'miss/VB', 'goat/NN', 'cheese/NN', 'penne/NN', 'chicken/NN', 'have/VB', 'bone/NN', 'be/VB', 'disgusting/JJ']"
No thanks!!!,0,thank,NN,['thank/NN']
The food was delicious but do not come here on a empty stomach.,0,food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN,"['food/NN', 'be/VB', 'delicious/JJ', 'do/VB', 'not/RB', 'come/VB', 'here/RB', 'empty/JJ', 'stomach/NN']"
The soup for the udon was soy sauce and water.,0,soup be soy sauce water,NN VB NN NN NN,"['soup/NN', 'be/VB', 'soy/NN', 'sauce/NN', 'water/NN']"
"Also, specify if you like your food spicy- its rather bland if you don't.",0,also specify food spicy rather bland don,RB VB NN JJ RB JJ VB,"['also/RB', 'specify/VB', 'food/NN', 'spicy/JJ', 'rather/RB', 'bland/JJ', 'don/VB']"
Be sure not to get anything other than bagels!..,0,be sure not get anything other bagel,VB JJ RB VB NN JJ NN,"['be/VB', 'sure/JJ', 'not/RB', 'get/VB', 'anything/NN', 'other/JJ', 'bagel/NN']"
Too bad the food wasn't of the same heritage.,0,too bad food same heritage,RB JJ NN JJ NN,"['too/RB', 'bad/JJ', 'food/NN', 'same/JJ', 'heritage/NN']"
It is thick and slightly soggy.,0,be thick slightly soggy,VB JJ RB JJ,"['be/VB', 'thick/JJ', 'slightly/RB', 'soggy/JJ']"
Such a disappointment...,0,disappointment,NN,['disappointment/NN']
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",0,svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB,"['svc/NN', 'be/VB', 'bit/JJ', 'rude/JJ', 'time/NN', 'esp/RB', 'have/VB', 'big/JJ', 'group/NN', 'restaurant/NN', 'be/VB']"
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,0,be relatively new area try pick bgel be disappoint service think food be overated pricey side,VB RB JJ NN VB VB NN VB VB NN VB NN VB JJ JJ NN,"['be/VB', 'relatively/RB', 'new/JJ', 'area/NN', 'try/VB', 'pick/VB', 'bgel/NN', 'be/VB', 'disappoint/VB', 'service/NN', 'think/VB', 'food/NN', 'be/VB', 'overated/JJ', 'pricey/JJ', 'side/NN']"
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,0,be very abrupt call actually claim food be late be out rice,VB RB JJ VB RB VB NN VB RB VB RB NN,"['be/VB', 'very/RB', 'abrupt/JJ', 'call/VB', 'actually/RB', 'claim/VB', 'food/NN', 'be/VB', 'late/RB', 'be/VB', 'out/RB', 'rice/NN']"
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,0,restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB,"['restaurant/NN', 'be/VB', 'vegetarian/JJ', 'be/VB', 'meat/NN', 'dish/NN', 'whatsoever/RB']"
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",0,mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,"['mussle/NN', 'be/VB', 'fishiest/JJ', 'thing/NN', 've/NN', 'ever/RB', 'taste/VB', 'seabass/NN', 'be/VB', 'bland/JJ', 'goat/NN', 'cheese/NN', 'salad/NN', 'be/VB', 'miss/VB', 'goat/NN', 'cheese/NN', 'penne/NN', 'chicken/NN', 'have/VB', 'bone/NN', 'be/VB', 'disgusting/JJ']"
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,0,restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB,"['restaurant/NN', 'be/VB', 'vegetarian/JJ', 'be/VB', 'meat/NN', 'dish/NN', 'whatsoever/RB']"
"After all that, they complained to me about the small tip.",0,complain small tip,VB JJ NN,"['complain/VB', 'small/JJ', 'tip/NN']"
"Also, specify if you like your food spicy- its rather bland if you don't.",0,also specify food spicy rather bland don,RB VB NN JJ RB JJ VB,"['also/RB', 'specify/VB', 'food/NN', 'spicy/JJ', 'rather/RB', 'bland/JJ', 'don/VB']"
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",0,nobody restaurant give firm answer anything end not person take responsibility anything,NN NN VB JJ NN NN NN RB NN VB NN NN,"['nobody/NN', 'restaurant/NN', 'give/VB', 'firm/JJ', 'answer/NN', 'anything/NN', 'end/NN', 'not/RB', 'person/NN', 'take/VB', 'responsibility/NN', 'anything/NN']"
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",0,anybody like place be different planet greasy dry tasteless be complimentary,NN VB NN VB JJ NN JJ NN JJ VB JJ,"['anybody/NN', 'like/VB', 'place/NN', 'be/VB', 'different/JJ', 'planet/NN', 'greasy/JJ', 'dry/NN', 'tasteless/JJ', 'be/VB', 'complimentary/JJ']"
skip dessert.,0,skip dessert,NN NN,"['skip/NN', 'dessert/NN']"
I won't go back unless someone else is footing the bill.,0,win go back someone else be foot bill,VB VB RB NN RB VB VB NN,"['win/VB', 'go/VB', 'back/RB', 'someone/NN', 'else/RB', 'be/VB', 'foot/VB', 'bill/NN']"
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",0,order special grilled branzino be so infuse bone be difficult eat,VB JJ JJ NN VB RB VB NN VB JJ VB,"['order/VB', 'special/JJ', 'grilled/JJ', 'branzino/NN', 'be/VB', 'so/RB', 'infuse/VB', 'bone/NN', 'be/VB', 'difficult/JJ', 'eat/VB']"
Be sure not to get anything other than bagels!..,0,be sure not get anything other bagel,VB JJ RB VB NN JJ NN,"['be/VB', 'sure/JJ', 'not/RB', 'get/VB', 'anything/NN', 'other/JJ', 'bagel/NN']"
We were very disappointed.,0,be very disappointed,VB RB JJ,"['be/VB', 'very/RB', 'disappointed/JJ']"
We were less than impressed.,0,be less impressed,VB JJ JJ,"['be/VB', 'less/JJ', 'impressed/JJ']"
I thought this place was totally overrated.,0,think place be totally overrate,VB NN VB RB VB,"['think/VB', 'place/NN', 'be/VB', 'totally/RB', 'overrate/VB']"
the all-u-can-eat sushi is definitely in very poor quality.,0,all eat sushi be definitely very poor quality,RB VB NN VB RB RB JJ NN,"['all/RB', 'eat/VB', 'sushi/NN', 'be/VB', 'definitely/RB', 'very/RB', 'poor/JJ', 'quality/NN']"
Too bad the food wasn't of the same heritage.,0,too bad food same heritage,RB JJ NN JJ NN,"['too/RB', 'bad/JJ', 'food/NN', 'same/JJ', 'heritage/NN']"
Would NEVER go back there.,0,never go back there,RB VB RB RB,"['never/RB', 'go/VB', 'back/RB', 'there/RB']"
We were very disappointed.,0,be very disappointed,VB RB JJ,"['be/VB', 'very/RB', 'disappointed/JJ']"
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",0,rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ,"['rest/NN', 'dim/JJ', 'sum/NN', 'pricey/JJ', 'chinatown/JJ', 'standard/NN', 'be/VB', 'worth/JJ']"
I've waited over one hour for food.,0,ve wait hour food,NN VB NN NN,"['ve/NN', 'wait/VB', 'hour/NN', 'food/NN']"
Murray won't do it.,0,murray win do,JJ VB VB,"['murray/JJ', 'win/VB', 'do/VB']"
I/we will never go back to this place again.,0,never go back place again,RB VB RB NN RB,"['never/RB', 'go/VB', 'back/RB', 'place/NN', 'again/RB']"
"Cute place, nice wait staff but would never go there again.",0,cute place nice wait staff never go there again,JJ NN JJ NN NN RB VB RB RB,"['cute/JJ', 'place/NN', 'nice/JJ', 'wait/NN', 'staff/NN', 'never/RB', 'go/VB', 'there/RB', 'again/RB']"
"The entree was bland and small, dessert was not inspired.",0,entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB,"['entree/NN', 'be/VB', 'bland/JJ', 'small/JJ', 'dessert/NN', 'be/VB', 'not/RB', 'inspire/VB']"
The food was actually aweful.,0,food be actually aweful,NN VB RB JJ,"['food/NN', 'be/VB', 'actually/RB', 'aweful/JJ']"
"Average to good Thai food, but terrible delivery.",0,average good thai food terrible delivery,JJ JJ NN NN JJ NN,"['average/JJ', 'good/JJ', 'thai/NN', 'food/NN', 'terrible/JJ', 'delivery/NN']"
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,0,worker also absolutely load bagel cream cheese get little messy,NN RB RB VB NN NN NN VB JJ JJ,"['worker/NN', 'also/RB', 'absolutely/RB', 'load/VB', 'bagel/NN', 'cream/NN', 'cheese/NN', 'get/VB', 'little/JJ', 'messy/JJ']"
Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,0,chow fun be dry pork shu be more usually greasy have share table loud rude family,NN NN VB JJ NN NN VB JJ RB JJ VB NN NN JJ JJ NN,"['chow/NN', 'fun/NN', 'be/VB', 'dry/JJ', 'pork/NN', 'shu/NN', 'be/VB', 'more/JJ', 'usually/RB', 'greasy/JJ', 'have/VB', 'share/NN', 'table/NN', 'loud/JJ', 'rude/JJ', 'family/NN']"
Also they were $15 each!,0,also be,RB VB,"['also/RB', 'be/VB']"
honestly the worst sushi my husband and i had in our entire lives.,0,honestly worst sushi husband have entire life,RB JJ NN NN VB JJ NN,"['honestly/RB', 'worst/JJ', 'sushi/NN', 'husband/NN', 'have/VB', 'entire/JJ', 'life/NN']"
They charge different prices all the time.,0,charge different price time,VB JJ NN NN,"['charge/VB', 'different/JJ', 'price/NN', 'time/NN']"
I won't go back unless someone else is footing the bill.,0,win go back someone else be foot bill,VB VB RB NN RB VB VB NN,"['win/VB', 'go/VB', 'back/RB', 'someone/NN', 'else/RB', 'be/VB', 'foot/VB', 'bill/NN']"
Priced at upper intermediate range.,0,price upper intermediate range,VB JJ JJ NN,"['price/VB', 'upper/JJ', 'intermediate/JJ', 'range/NN']"
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",0,stumble leon think have find quite gem be certainly wrong,VB NN VB VB VB RB NN VB RB JJ,"['stumble/VB', 'leon/NN', 'think/VB', 'have/VB', 'find/VB', 'quite/RB', 'gem/NN', 'be/VB', 'certainly/RB', 'wrong/JJ']"
This place is incredibly tiny.,0,place be incredibly tiny,NN VB RB JJ,"['place/NN', 'be/VB', 'incredibly/RB', 'tiny/JJ']"
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",0,only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN,"['only/JJ', 'thing/NN', 'really/RB', 'taste/NN', 'be/VB', 'very/RB', 'salty/JJ', 'soy/NN', 'sauce/NN', 'even/RB', 'low/JJ', 'sodium/NN', 'vinegar/NN', 'soak/VB', 'rice/NN', 'scallion/NN', 'top/NN', 'fish/NN']"
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,0,be not really bad pound pastrami didn have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB VB JJ NN NN VB RB JJ RB,"['be/VB', 'not/RB', 'really/RB', 'bad/JJ', 'pound/NN', 'pastrami/NN', 'didn/VB', 'have/VB', 'much/JJ', 'taste/NN', 've/NN', 'have/VB', 'better/RB', 'less/JJ', 'elsewhere/RB']"
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",0,do tip guess model waitress just want more complain manager,VB NN NN NN NN RB VB RB VB NN,"['do/VB', 'tip/NN', 'guess/NN', 'model/NN', 'waitress/NN', 'just/RB', 'want/VB', 'more/RB', 'complain/VB', 'manager/NN']"
"Well, this place is so Ghetto its not even funny.",0,well place be ghetto not even funny,RB NN VB NN RB RB JJ,"['well/RB', 'place/NN', 'be/VB', 'ghetto/NN', 'not/RB', 'even/RB', 'funny/JJ']"
"Judging from previous posts this used to be a good place, but not any longer.",0,judge previous post used be good place not longer,VB JJ NN VB VB JJ NN RB JJ,"['judge/VB', 'previous/JJ', 'post/NN', 'used/VB', 'be/VB', 'good/JJ', 'place/NN', 'not/RB', 'longer/JJ']"
Would NEVER go back there.,0,never go back there,RB VB RB RB,"['never/RB', 'go/VB', 'back/RB', 'there/RB']"
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,0,be plan get dessert waitress basically bill have chance order,VB VB VB NN NN RB NN VB NN NN,"['be/VB', 'plan/VB', 'get/VB', 'dessert/NN', 'waitress/NN', 'basically/RB', 'bill/NN', 'have/VB', 'chance/NN', 'order/NN']"
The menu is limited but almost all of the dishes are excellent.,0,menu be limited almost dish be excellent,NN VB JJ RB NN VB JJ,"['menu/NN', 'be/VB', 'limited/JJ', 'almost/RB', 'dish/NN', 'be/VB', 'excellent/JJ']"
No plans to return anytime soon.,0,plan return anytime soon,NN VB RB RB,"['plan/NN', 'return/VB', 'anytime/RB', 'soon/RB']"
No thanks!!!,0,thank,NN,['thank/NN']
No plans to return anytime soon.,0,plan return anytime soon,NN VB RB RB,"['plan/NN', 'return/VB', 'anytime/RB', 'soon/RB']"
"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",0,then top thing drop used silverware boyfriend jacket do not stop apologize clean mess be left clothe,RB VB NN VB JJ NN NN NN VB RB VB VB VB NN VB VB NN,"['then/RB', 'top/VB', 'thing/NN', 'drop/VB', 'used/JJ', 'silverware/NN', 'boyfriend/NN', 'jacket/NN', 'do/VB', 'not/RB', 'stop/VB', 'apologize/VB', 'clean/VB', 'mess/NN', 'be/VB', 'left/VB', 'clothe/NN']"
Food was good not great not worth the wait or another visit,0,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN,"['food/NN', 'be/VB', 'good/JJ', 'not/RB', 'great/JJ', 'not/RB', 'wait/NN', 'visit/NN']"
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",0,yes use fancy ingredient even fancy ingredient don make good pizza someone know get crust right,RB VB JJ NN RB JJ NN VB VB JJ NN NN VB VB NN RB,"['yes/RB', 'use/VB', 'fancy/JJ', 'ingredient/NN', 'even/RB', 'fancy/JJ', 'ingredient/NN', 'don/VB', 'make/VB', 'good/JJ', 'pizza/NN', 'someone/NN', 'know/VB', 'get/VB', 'crust/NN', 'right/RB']"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",0,order chicken casserole get be few small piece chicken dark meat bone,VB NN NN VB VB JJ JJ NN NN JJ NN NN,"['order/VB', 'chicken/NN', 'casserole/NN', 'get/VB', 'be/VB', 'few/JJ', 'small/JJ', 'piece/NN', 'chicken/NN', 'dark/JJ', 'meat/NN', 'bone/NN']"
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",0,never bring complimentary noodle ignore repeated request sugar throw dish table,RB VB JJ NN VB JJ NN NN VB NN NN,"['never/RB', 'bring/VB', 'complimentary/JJ', 'noodle/NN', 'ignore/VB', 'repeated/JJ', 'request/NN', 'sugar/NN', 'throw/VB', 'dish/NN', 'table/NN']"
"The dinner was ok, nothing I would have again.",0,dinner be nothing have again,NN VB NN VB RB,"['dinner/NN', 'be/VB', 'nothing/NN', 'have/VB', 'again/RB']"
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",0,thalia be beautiful restaurant beautiful person serve food doesn quite match,NN VB JJ NN JJ NN VB NN JJ RB VB,"['thalia/NN', 'be/VB', 'beautiful/JJ', 'restaurant/NN', 'beautiful/JJ', 'person/NN', 'serve/VB', 'food/NN', 'doesn/JJ', 'quite/RB', 'match/VB']"
Sauce was watery and the food didn't have much flavor.,0,sauce be watery food didn have much flavor,NN VB JJ NN VB VB JJ NN,"['sauce/NN', 'be/VB', 'watery/JJ', 'food/NN', 'didn/VB', 'have/VB', 'much/JJ', 'flavor/NN']"
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",0,slightly limited menu everything prepare be do perfection ultra fresh work food art,RB JJ NN NN VB VB VB NN JJ JJ NN NN NN,"['slightly/RB', 'limited/JJ', 'menu/NN', 'everything/NN', 'prepare/VB', 'be/VB', 'do/VB', 'perfection/NN', 'ultra/JJ', 'fresh/JJ', 'work/NN', 'food/NN', 'art/NN']"
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",0,dosa be skimpy unattractive drip grease personally drink popcorn top eat,NN VB JJ JJ NN NN RB NN NN VB VB,"['dosa/NN', 'be/VB', 'skimpy/JJ', 'unattractive/JJ', 'drip/NN', 'grease/NN', 'personally/RB', 'drink/NN', 'popcorn/NN', 'top/VB', 'eat/VB']"
They charge different prices all the time.,0,charge different price time,VB JJ NN NN,"['charge/VB', 'different/JJ', 'price/NN', 'time/NN']"
"The entree was bland and small, dessert was not inspired.",0,entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB,"['entree/NN', 'be/VB', 'bland/JJ', 'small/JJ', 'dessert/NN', 'be/VB', 'not/RB', 'inspire/VB']"
"Also, specify if you like your food spicy- its rather bland if you don't.",0,also specify food spicy rather bland don,RB VB NN JJ RB JJ VB,"['also/RB', 'specify/VB', 'food/NN', 'spicy/JJ', 'rather/RB', 'bland/JJ', 'don/VB']"
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",0,bore inside sushi be pretty average tuna be soggy other roll have flavor,VB NN NN VB RB VB NN VB JJ JJ NN VB NN,"['bore/VB', 'inside/NN', 'sushi/NN', 'be/VB', 'pretty/RB', 'average/VB', 'tuna/NN', 'be/VB', 'soggy/JJ', 'other/JJ', 'roll/NN', 'have/VB', 'flavor/NN']"
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",0,service be terrible have wait everything ask several different person same thing be allow be serve,NN VB JJ VB VB NN VB JJ JJ NN JJ NN VB VB VB VB,"['service/NN', 'be/VB', 'terrible/JJ', 'have/VB', 'wait/VB', 'everything/NN', 'ask/VB', 'several/JJ', 'different/JJ', 'person/NN', 'same/JJ', 'thing/NN', 'be/VB', 'allow/VB', 'be/VB', 'serve/VB']"
Price and quality of fish alone will keep us from making a return visit.,0,price quality fish alone keep make return visit,NN NN NN RB VB VB NN NN,"['price/NN', 'quality/NN', 'fish/NN', 'alone/RB', 'keep/VB', 'make/VB', 'return/NN', 'visit/NN']"
